Retail Branding,Marketing Name,Device,Model
Sharp,AN-NP40,an_np40,AN-NP40
Sharp,AQUOS 4T/8T-C**AL1X/AL2X/AX1X,tcth2ux,AQUOS-TVX18
Sharp,AQUOS 8T-**AX1T,tcth2ut,AQUOS-TVT18
Sharp,AQUOS CRYSTAL 2,SG403SH,403SH
Sharp,AQUOS CRYSTAL X,SG402SH,402SH
Sharp,AQUOS Compact SH-02H,SH-02H,SH-02H
Sharp,AQUOS EVER SH-02J,SH-02J,SH-02J
Sharp,AQUOS EVER SH-04G,SH-04G,SH-04G
Sharp,AQUOS K SHF31,SHF31,SHF31
Sharp,AQUOS K SHF32,SHF32,SHF32
Sharp,AQUOS K SHF33,SHF33,SHF33
Sharp,AQUOS L SHV37,FSP_u,SHV37_u
Sharp,AQUOS L2,SH-L02,SH-L02
Sharp,AQUOS M1,MS1,FS8001
Sharp,AQUOS P1,P1X,P1X
Sharp,AQUOS PAD  SHT22,SHT22,SHT22
Sharp,AQUOS PAD SH-05G,SH-05G,SH-05G
Sharp,AQUOS PAD SH-06F,SH-06F,SH-06F
Sharp,AQUOS PAD SH-08E,SH-08E,SH-08E
Sharp,AQUOS PAD SHT21,SHT21,SHT21
Sharp,AQUOS PHONE  SERIE SHL22,SHL22,SHL22
Sharp,AQUOS PHONE  SERIE SHL23,SHL23,SHL23
Sharp,AQUOS PHONE  SERIE mini SHL24,SHL24,SHL24
Sharp,AQUOS PHONE CL IS17SH,SHI17,IS17SH
Sharp,AQUOS PHONE EX SH-02F,SH-02F,SH-02F
Sharp,AQUOS PHONE EX SH-04E,SH04E,SH-04E
Sharp,AQUOS PHONE IS11SH,SHI11,IS11SH
Sharp,AQUOS PHONE IS12SH,SHI12,IS12SH
Sharp,AQUOS PHONE IS13SH,SHI13,IS13SH
Sharp,AQUOS PHONE IS14SH,SHI14,IS14SH
Sharp,AQUOS PHONE SERIE ISW16SH,SHI16,ISW16SH
Sharp,AQUOS PHONE SERIE SHL21,SHL21,SHL21
Sharp,AQUOS PHONE SH-01D,SH01D,SH-01D
Sharp,AQUOS PHONE SH-06D,SH06D,SH-06D
Sharp,AQUOS PHONE SH-12C,SH12C,SH-12C
Sharp,AQUOS PHONE SH90B,SH90B,SH90B
Sharp,AQUOS PHONE SL IS15SH,SHI15,IS15SH
Sharp,AQUOS PHONE SoftBank  102SH II,SBM102SH2,SBM102SH2
Sharp,AQUOS PHONE SoftBank 006SH,SBM006SH,SBM006SH
Sharp,AQUOS PHONE SoftBank 102SH,SBM102SH,SBM102SH
Sharp,AQUOS PHONE SoftBank 103SH,SBM103SH,SBM103SH
Sharp,AQUOS PHONE SoftBank 104SH,SBM104SH,SBM104SH
Sharp,AQUOS PHONE THE HYBRID SoftBank 007SH,SBM007SH,SBM007SH
Sharp,AQUOS PHONE THE HYBRID SoftBank 007SH J,SBM007SHJ,SBM007SHJ
Sharp,AQUOS PHONE THE HYBRID SoftBank 101SH,SBM101SH,SBM101SH
Sharp,AQUOS PHONE THE PREMIUM SoftBank 009SH,SBM009SH,SBM009SH
Sharp,AQUOS PHONE WX05SH,WX05SH,WX05SH
Sharp,AQUOS PHONE Xx 206SH,SBM206SH,SBM206SH
Sharp,AQUOS PHONE Xx 302SH,SBM302SH,SBM302SH
Sharp,AQUOS PHONE Xx SoftBank 106SH,SBM106SH,SBM106SH
Sharp,AQUOS PHONE Xx mini 303SH,SBM303SH,SBM303SH
Sharp,AQUOS PHONE ZETA  SH-01F,SH-01F,SH-01F
Sharp,AQUOS PHONE ZETA SH-02E,SH02E,SH-02E
Sharp,AQUOS PHONE ZETA SH-06E,SH-06E,SH-06E
Sharp,AQUOS PHONE ZETA SH-09D,SH09D,SH-09D
Sharp,AQUOS PHONE es WX04SH,WX04SH,WX04SH
Sharp,AQUOS PHONE f SH-13C,SH13C,SH-13C
Sharp,AQUOS PHONE si SH-01E,SH01E,SH-01E
Sharp,AQUOS PHONE si SH-07E,SH-07E,SH-07E
Sharp,AQUOS PHONE slider SH-02D,SH02D,SH-02D
Sharp,AQUOS PHONE ss 205SH,SBM205SH,SBM205SH
Sharp,AQUOS PHONE st SH-07D,SH07D,SH-07D
Sharp,AQUOS PHONE sv SH-10D,SH10D,SH-10D
Sharp,AQUOS R,SG605SH,605SH
Sharp,AQUOS R SH-03J,SH-03J,SH-03J
Sharp,AQUOS R SHV39,HUR,SHV39
Sharp,AQUOS R compact 701SH,SG701SH,701SH
Sharp,AQUOS R compact SH-M06,SH-M06,SH-M06
Sharp,AQUOS R compact SHV41,JWT,SHV41
Sharp,AQUOS R2,SG706SH,706SH
Sharp,AQUOS R2 SH-03K,SH-03K,SH-03K
Sharp,AQUOS R2 SHV42,LYV,SHV42
Sharp,AQUOS R2 compact (SH-M09),SH-M09,SH-M09
Sharp,AQUOS R2 compact 803SH,SG803SH,803SH
Sharp,AQUOS R3 808SH,SG808SH,808SH
Sharp,AQUOS R3 SH-04L,SH-04L,SH-04L
Sharp,AQUOS R3 SH-R10A,SH-R10,SH-R10A
Sharp,AQUOS R3 SHV44,NAX,SHV44
Sharp,AQUOS R5G 908SH,SG908SH,908SH
Sharp,AQUOS R5G SH-51A,SH-51A,SH-51A
Sharp,AQUOS R5G SH-R50,Banagher,SH-R50
Sharp,AQUOS R5G SH-RM14,Banagher,SH-M14
Sharp,AQUOS R5G SHG01,TGD,SHG01
Sharp,AQUOS R6,Judau,A101SH
Sharp,AQUOS R6,Judau,SH-M22
Sharp,AQUOS R6,SH-51B,SH-51B
Sharp,AQUOS R7,Mineva,A202SH
Sharp,AQUOS R7,SH-52C,SH-52C
Sharp,AQUOS SERIE SHL25,SHL25,SHL25
Sharp,AQUOS SERIE SHV32,SHV32,SHV32
Sharp,AQUOS SERIE SHV34,SHV34,SHV34
Sharp,AQUOS SERIE mini SHV31,SHV31,SHV31
Sharp,AQUOS SERIE mini SHV33,SHV33,SHV33
Sharp,AQUOS SERIE mini SHV38,GTQ,SHV38
Sharp,AQUOS SH-M01,SH-M01,SH-M01
Sharp,AQUOS SH-M02,SH-M02,SH-M02
Sharp,AQUOS SH-M02-EVA20,SH-M02-EVA20,SH-M02-EVA20
Sharp,AQUOS SH-RM02,SH-RM02,SH-RM02
Sharp,AQUOS U SHV35,SHV35,SHV35
Sharp,AQUOS U SHV37,FSP,SHV37
Sharp,AQUOS V,VGO,SH-C02
Sharp,AQUOS V6 5G,Levin,SH-C05
Sharp,AQUOS V7 plus,Model_3,SH-C06
Sharp,AQUOS Xx,SG404SH,404SH
Sharp,AQUOS Xx 3,SG506SH,506SH
Sharp,AQUOS Xx 304SH,SG304SH,304SH
Sharp,AQUOS Xx2,SG502SH,502SH
Sharp,AQUOS Xx2 mini,SG503SH,503SH
Sharp,AQUOS Xx3 mini,SG603SH,603SH
Sharp,AQUOS ZETA SH-01G,SH-01G,SH-01G
Sharp,AQUOS ZETA SH-01H,SH-01H,SH-01H
Sharp,AQUOS ZETA SH-03G,SH-03G,SH-03G
Sharp,AQUOS ZETA SH-04F,SH-04F,SH-04F
Sharp,AQUOS ZETA SH-04H,SH-04H,SH-04H
Sharp,AQUOS ea,SG606SH,606SH
Sharp,AQUOS mini SH-M03,SH-M03,SH-M03
Sharp,AQUOS sense,KXU_u,SHV40_u
Sharp,AQUOS sense SH-01K,SH-01K,SH-01K
Sharp,AQUOS sense SHV40,KXU,SHV40
Sharp,AQUOS sense basic,SG702SH,702SH
Sharp,AQUOS sense lite (SH-M05),SH-M05,SH-M05
Sharp,AQUOS sense plus (SH-M07),SH-M07,SH-M07
Sharp,AQUOS sense2,MZW-u,SHV43-u
Sharp,AQUOS sense2 (SH-M08),SH-M08,SH-M08
Sharp,AQUOS sense2 SH-01L,SH-01L,SH-01L
Sharp,AQUOS sense2 SHV43,MZW,SHV43
Sharp,AQUOS sense3,PCZ-u,SHV45-u
Sharp,AQUOS sense3,SH-M12,SH-M12-y
Sharp,AQUOS sense3 SH-02M,SH-02M,SH-02M
Sharp,AQUOS sense3 SH-M12,SH-M12,SH-M12
Sharp,AQUOS sense3 SHV45,PCZ,SHV45
Sharp,AQUOS sense3 basic,SG907SH,907SH
Sharp,AQUOS sense3 basic,VIF,SHV48
Sharp,AQUOS sense3 lite,SH-RM12,SH-RM12
Sharp,AQUOS sense3 plus (901SH),SG901SH,901SH
Sharp,AQUOS sense3 plus SH-M11,SH-M11,SH-M11
Sharp,AQUOS sense3 plus SH-RM11,SH-RM11,SH-RM11
Sharp,AQUOS sense3 plus　サウンド SHV46,OBY,SHV46
Sharp,AQUOS sense4 SH-41A,Jerid,SH-41A
Sharp,AQUOS sense4 SH-M15,JeridA,SH-M15
Sharp,AQUOS sense4 basic A003SH,JeridB,A003SH
Sharp,AQUOS sense4 lite SH-RM15,JeridL,SH-RM15
Sharp,AQUOS sense4 plus,VG2,SH-M16
Sharp,AQUOS sense4 plus,VG2,SH-S40P
Sharp,AQUOS sense5G,SH-53A,SH-53A
Sharp,AQUOS sense5G,Sarah,A004SH
Sharp,AQUOS sense5G,Sarah,A105SH
Sharp,AQUOS sense5G,Sarah,SH-M17
Sharp,AQUOS sense5G,WJG,SHG03
Sharp,AQUOS sense5G SH-S50,SarahH,SH-S50
Sharp,AQUOS sense6,Chara,SH-M19
Sharp,AQUOS sense6,Chara,SH-RM19
Sharp,AQUOS sense6,SH-54B,SH-54B
Sharp,AQUOS sense6,ZMJ,SHG05
Sharp,AQUOS sense6s,BOL,SHG07
Sharp,AQUOS sense6s,Nee,SH-M19s-y
Sharp,AQUOS sense6s,Nee,SH-RM19s
Sharp,AQUOS sense7,IVR,SHG10
Sharp,AQUOS sense7,Rakan,SH-M24
Sharp,AQUOS sense7,SH-53C,SH-53C
Sharp,AQUOS sense7 plus,Quattro,A208SH
Sharp,AQUOS wish,SX1,A103SH
Sharp,AQUOS wish,SX1,A104SH
Sharp,AQUOS wish,SX1,SH-M20
Sharp,AQUOS wish,SX1,SH-WS10
Sharp,AQUOS wish,YLI,SHG06
Sharp,AQUOS wish2,ANK,SHG08
Sharp,AQUOS wish2,SH-51C,SH-51C
Sharp,AQUOS wish2,SXI,A204SH
Sharp,AQUOS zero,SG801SH,801SH
Sharp,AQUOS zero,SH-Z10,SH-Z10
Sharp,AQUOS zero,SH-Z10A,SH-Z10A
Sharp,AQUOS zero (SH-M10),SH-M10,SH-M10
Sharp,AQUOS zero2 906SH,SG906SH,906SH
Sharp,AQUOS zero2 SH-01M,SH-01M,SH-01M
Sharp,AQUOS zero2 SH-M13,SH-M13,SH-M13
Sharp,AQUOS zero2 SH-Z20,SH-Z20,SH-Z20
Sharp,AQUOS zero2 SHV47,QDA,SHV47
Sharp,AQUOS zero5G basic,SGA002SH,A002SH
Sharp,AQUOS zero5G basic DX,OJ6,SHG02
Sharp,AQUOS zero6,Recoa,A102SH
Sharp,AQUOS zero6,Recoa,SH-RM18
Sharp,AQUOS zero6,Recoa,SH-Z60
Sharp,AQUOS zero6,Recoa,ST0B0
Sharp,AQUOS zero6,XKH,SHG04
Sharp,AQUOS ケータイ SH-02L,SH-02L,SH-02L
Sharp,AQUOS ケータイ SH-06G,SH-06G,SH-06G
Sharp,Android One S1,kaleido_sprout,S1
Sharp,B10,SH-A01,SH-A01
Sharp,BASIO active,DQO,SHG09
Sharp,BASIO2 SHV36,SHV36,SHV36
Sharp,BG/BE,ebisu,AQUOS-TVX19A
Sharp,BG/BE/CG,meguro,AQUOS-TVX19C
Sharp,BJ,gangnam,TVX19B
Sharp,BK/BJ/CK/CL/CJ,gangnam,AQUOS-TVX19B
Sharp,BK/BJ/CK/CL/CJ,jamsil,AQUOS-TVX19D
Sharp,C1,MS1,FS8001
Sharp,C20,VGO,SH-C02
Sharp,DJ1,banqiao,AQUOS-TVW21A
Sharp,DL1X,banqiao,AQUOS-TVH21B
Sharp,DL1X,banqiao,AQUOS-TVP21A
Sharp,DL1X,banqiao,AQUOS-TVX21B
Sharp,DM009SH,DM009SH,DM009SH
Sharp,DM010SH,DM010SH,DM010SH
Sharp,DM011SH,DM011SH,DM011SH
Sharp,DM012SH,DM012SH,DM012SH
Sharp,DM013SH,DM013SH,DM013SH
Sharp,DM016SH,DM016SH,DM016SH
Sharp,Disney Mobile DM014SH,DM014SH,DM014SH
Sharp,Disney Mobile on docomo DM-01H,DM-01H,DM-01H
Sharp,Disney Mobile on docomo DM-01J,DM-01J,DM-01J
Sharp,Disney Mobile on docomo SH-02G,SH-02G,SH-02G
Sharp,Disney Mobile on docomo SH-05F,SH-05F,SH-05F
Sharp,EB-A71GJ,EB-A71GJ,EB-A71GJ
Sharp,EB-WX1GJ/EB-W51GJ,Galapagos,EB-W51GJ
Sharp,EB-WX1GJ/EB-W51GJ,Galapagos,EB-WX1GJ
Sharp,EG1,namba,AQUOS-TVH22A
Sharp,EG1,namba,AQUOS-TVP22A
Sharp,EG1,namba,AQUOS-TVX22A
Sharp,EQ3/DN5,banqiao,AQUOS-TVE21A
Sharp,EU,sindang,AQUOS-TVE19C
Sharp,EU,sindang,AQUOS-TVE21A2
Sharp,EU,sindang,AQUOS_TVE19A
Sharp,Europe,guandu,SHARP 4K EU Android TV
Sharp,Europe,martin,SHARP 2K EU Android TV
Sharp,FS8014,SE3,FS8014
Sharp,GALAPAGOS SoftBank 003SH,SBM003SH,SBM003SH
Sharp,GALAPAGOS SoftBank 005SH,SBM005SH,SBM005SH
Sharp,HC-16TT1,HCTT1,HCTT1
Sharp,INFOBAR A01,SHX11,INFOBAR A01
Sharp,INFOBAR C01,SHX12,INFOBAR C01
Sharp,IS01,SHI01,IS01
Sharp,IS03,SHI03,IS03
Sharp,IS05,SHI05,IS05
Sharp,LC-**UH30U,sharp_2k15_us_android,LC-Ux30US
Sharp,LC-40SF466T, 2T-C45AE1T, 2T-C40AE1T,Lc_40foc466t,LC_40FOC466T
Sharp,LC-42LE860H,LC-42LE860H,LC-42LE860H
Sharp,LC-42LE860M,LC-42LE860M,LC-42LE860M
Sharp,LC-45SF460T,Lc_45foc460t,LC_45FOC460T
Sharp,LC-50LE570X,LC-xxLE570X,LC-xxLE570X
Sharp,LC-50LE860H,LC-50LE860H,LC-50LE860H
Sharp,LC-50LE860M,LC-50LE860M,LC-50LE860M
Sharp,LC-50UE1H,LC-50UE1H,LC-50UE1H
Sharp,LC-50UE1M,LC-50UE1M,LC-50UE1M
Sharp,LC-55LE860H,LC-55LE860H,LC-55LE860H
Sharp,LC-55LE860M,LC-55LE860M,LC-55LE860M
Sharp,LC-58UE1H,LC-58UE1H,LC-58UE1H
Sharp,LC-58UE1M,LC-58UE1M,LC-58UE1M
Sharp,LC-A11A,a11a,LC-A11A
Sharp,LC-A1H,a1h,LC-A1H
Sharp,LC-LE580T,lc_le580t,LC-LE580T
Sharp,LC-LE580X,lc_le580x,LC-LE580X
Sharp,LC-LX565H,lx565h,LC-LX565H
Sharp,LC-S3H-01,lc_s3h01,LC-S3H-01
Sharp,LC-S4H/LC-S45H/LC-S50H,lc_xxcae5h,LC-xxCAE5H
Sharp,LC-SU666T/LC-SU766T,lc_xxbel6t,LC-xxBEL6T
Sharp,LC-U35T,lc_u35t,LC-U35T
Sharp,LC-UA6800T/4T-C**AM1T,lc_theut,AQUOS-4KTVT17
Sharp,LC-UA6800X,lc_theux,AQUOS-4KTVX17
Sharp,LC-US5/LC-UH5/4T-C**AJ1/4T-C70AU1,lc_sunuj,AQUOS-4KTVJ17
Sharp,LC-XU35T,lc_xu35t,LC-XU35T
Sharp,LC-XU930X_830X,lc_xu930x_830x,LC-XU930X_830X
Sharp,LC-xxUA50H,LC-xxUF50H,LC-xxUD50H,lc_xxbel8h_b,LC-xxBEL8H-B
Sharp,LC-xxUD50H,lc_xxbel8h_c,LC-xxBEL8H-C
Sharp,LC-xxUE630X,lc_ue630x,LC-UE630X
Sharp,LC-xxUX50H,lc_xxbel9h,LC-xxBEL9H
Sharp,LCD-40SF465A,Lcd_40foc465a,LCD_40FOC465A
Sharp,LCD-40SF466A, LCD-40TX3000A, LCD-40MX3000A, LCD-40DS3000A, LCD-40X508A,Lcd_40foc466a,LCD_40FOC466A
Sharp,LCD-40SF468A,Lcd_40foc468a,LCD_40FOC468A
Sharp,LCD-40SF480A,Lcd_xxsffoc480a,LCD_xxSFFOC480A
Sharp,LCD-40X418H1A, LCD-40X418H2A, LCD-40X418H3A,LCD_40X418FOCH1A,LCD_40X418FOCH1A
Sharp,LCD-45SF460A,Lcd_45foc46a,LCD_45FOC46A
Sharp,LCD-45SF470A,cv6a648_base,LCD_xxSFFOC470A
Sharp,LCD-45SF475A,Lcd_xxsffoc475a,LCD_xxSFFOC475A
Sharp,LCD-45T45A/LCD-45T46A/LCD-45T47A,Lcd_foc36a,LCD_FOC36A
Sharp,LCD-45TX3000A,Lcd_45foc3000a,LCD_45FOC3000A
Sharp,LCD-45X418H1A, LCD-45X418H2A, LCD-45X418H3A,LCD_45X418FOCH1A,LCD_45X418FOCH1A
Sharp,LCD-45X518H1A,cv6a648_base,LCD-45FOC518H1A
Sharp,LCD-50MY4000A/TX4000A/50SU470A,Lcd_50foc4000a,LCD_50FOC4000A
Sharp,LCD-60SU470A,cv6a648_4K_base,LCD_xxSUFOC470A
Sharp,LCD-60SU471A,Lcd_xxsufoc471a,LCD_xxSUFOC471A
Sharp,LCD-60SU475A,Lcd_xxsufoc475a,LCD_xxSUFOC475A
Sharp,LCD-60X518H1A,cv6a648_4K_base,LCD-60FOC518H1A
Sharp,LCD-LX460A,lx460a,LCD-LX460A
Sharp,LCD-LX560A,lx560a,LCD-LX560A
Sharp,LCD-LX565A,lx565ab,LCD-LX565A-B
Sharp,LCD-LX565A,msd818sharp,LCD-LX565A
Sharp,LCD-S3A,lcd_s3a01,LCD-S3A-01
Sharp,LCD-SU460A/LCD-SU465A,lcd_xxcae5a_c,LCD-xxCAE5A-C
Sharp,LCD-SU560A,lcd_xxcae5a,LCD-xxCAE5A
Sharp,LCD-SU870A,lcd_xxbel8a_b,LCD-xxBEL8A-B
Sharp,LCD-TX5000A,lcd_xxcae5a_d,LCD-xxCAE5A-D
Sharp,LCD-UF30A,lcd_uf30a,LCD-UF30A
Sharp,LCD-V3A,v3a,LCD-V3A
Sharp,LCD-xxBEL6A,lcd_xxbel6a,LCD-xxBEL6A
Sharp,LCD-xxBEL8A,lcd_xxbel8a,LCD-xxBEL8A
Sharp,LCD-xxMY8009A,lcd_xxbel7a_d,LCD-xxBEL7A-D
Sharp,LCD-xxSU585A,LCD-xxSU680A,lcd_xxeos5a,LCD-xxEOS5A
Sharp,LCD-xxSU670A/xxMY6100A/xxSU675A/xxSU775A/xxSU875A,lcd_xxdem6a,LCD-xxDEM6A
Sharp,LCD-xxSU671A,Lcd_xxsufoc5a,LCD_xxSUFOC5A
Sharp,LCD-xxSU672A,Lcd_xxsufoc6a,LCD_xxSUFOC6A
Sharp,"LCD-xxSU775A,LCD-xxMY7100A",lcd_xxdem7a,LCD-xxDEM7A
Sharp,"LCD-xxSU875A,LCD-xxSU675A,LCD-xxMY8100A",lcd_xxdem8a,LCD-xxDEM8A
Sharp,LCD-xxSX970A,LCD-xxMY9100A,lcd_xxdem9a,LCD-xxDEM9A
Sharp,LCD-xxX818A,LCD-xxMY818A,lcd_xxdemxa,LCD-xxDEMXA
Sharp,LC_50FOC45H,Lc_50foc45h,LC_50FOC45H
Sharp,LYNX 3D SH-03C,SH03C,SH-03C
Sharp,LYNX SH-10B,SH10B,SH-10B
Sharp,Leitz Phone 2,MinevaL,LP-02
Sharp,Leitz Phone1,JudauL,LP-01
Sharp,Media Tablet,EB-L76G-B,EB-L76G-B
Sharp,PANTONE 5 SoftBank 107SH,SBM107SH,SBM107SH
Sharp,PANTONE 6 SoftBank 200SH,SBM200SH,SBM200SH
Sharp,PN-B501/PN-B401,PN_B_series,PN_B_series
Sharp,PN-B501/PN-B401,PN_B_series_w,PN_B_series
Sharp,PN-L752B,PN_L2B_series,PN_L2B_series
Sharp,PN-M501/PN-M401,PN_M_series,PN_M_series
Sharp,PN-M501/PN-M401,PN_M_series_w,PN_M_series
Sharp,PN-ZC02,PN_ZC02,PN-ZC02
Sharp,Q-pot.Phone SH-04D,SH04D,SH-04D
Sharp,ROUVO V,STTM21VAPP,STTM21VAPP
Sharp,RW107,RW107,RW107
Sharp,RZ-E302,rk3188_10P_A,RZ-E302
Sharp,RZ-H271,MC2200,RZ-H270
Sharp,S3,rome_sprout,S3-SH
Sharp,S5,zeon_sprout,S5-SH
Sharp,S7,vespa_sprout,S7-SH
Sharp,SBM204SH,SBM204SH,SBM204SH
Sharp,SC-S01,scallop,SC-S01
Sharp,SH-01E Vivienne Westwood,SH01EVW,SH-01EVW
Sharp,SH-01F DRAGON QUEST,SH-01FDQ,SH-01FDQ
Sharp,SH-03F,SH03F,SH-03F
Sharp,SH-03H,SH-03H,SH-03H
Sharp,SH-05E,SH05E,SH-05E
Sharp,SH-06D NERV,SH06DNERV,SH-06DNERV
Sharp,SH-H01,VZJ,SH-H01
Sharp,SH-M04,SH-M04,SH-M04
Sharp,SH-T01,OG6,SH-T01
Sharp,SH80F,SH80F,SH80F
Sharp,SH8118U,msm7627,SH8118U
Sharp,SH8128U,msm7627,SH8128U
Sharp,SH8188U,SH8188U,SH8188U
Sharp,SH825wi,SH825Wi,SH825Wi
Sharp,SHARP,stanford,2K SMART TV
Sharp,SHARP,zhongshan,4K SMART TV
Sharp,SHARP 2K SMART TV,shinagawa,SHARP 2K SMART TV
Sharp,SHARP A2 Lite,SJ3,FS8026
Sharp,SHARP A2 Mini,HQ3,IF9009
Sharp,SHARP AQUOS C10,SH-Z01,SH-Z01
Sharp,SHARP AQUOS D10,SH-D01,SH-D01
Sharp,SHARP AQUOS S2,SS2,FS8010
Sharp,SHARP AQUOS S2 Plus,SAT,FS8008
Sharp,SHARP AQUOS S2 Plus,SAT,FS8016
Sharp,SHARP AQUOS S3,HH1,FS8032
Sharp,SHARP AQUOS S3,SD1,FS8015
Sharp,SHARP AQUOS V1mini,SG1,FS8018
Sharp,SHARP Android TV,SW4H_FF,SHARP Android TV
Sharp,SHARP FHD TV,takao,SHARP FHD TV
Sharp,SHARP R1S,SK3,FS8028
Sharp,SHARP TBC,SI3,FS8025
Sharp,SHARP UHD TV,OD0M_EA_T32,SHARP UHD TV
Sharp,Sharp,bruno,Sharp 2K Android TV
Sharp,Sharp,ewha,AQUOS-TVE19G
Sharp,Sharp,ewha,AQUOS-TVE21B
Sharp,Sharp,shilin,Sharp 4K Android TV
Sharp,Sharp,sindang,AQUOS-TVE19C
Sharp,Sharp,sindang,AQUOS-TVE21C
Sharp,Sharp A Click,AH3,IF9003
Sharp,Sharp HH6,HH6_sprout,FS8032
Sharp,Sharp Pi,AG3,IF9007
Sharp,Sharp R1,SE3_TH,FS8014
Sharp,Sharp R1,SE3_VN,FS8014
Sharp,SoftBank 007SH KT,SBM007SHK,SBM007SHK
Sharp,SoftBank 107SH B,SBM107SHB,SBM107SHB
Sharp,SoftBank 305SH,SG305SH,305SH
Sharp,SoftBank AQUOS PHONE Xx 203SH,SBM203SH,SBM203SH
Sharp,Star Wars mobile,SW001SH,SW001SH
Sharp,X1,nasa_sprout,X1
Sharp,X4,vespa_sprout,X4-SH
Sharp,XLED-40Z4808A,Lcd_xxffoczq48a,LCD_xxFFOCZQ48A
Sharp,XLED-50SU480A,Lcd_50sufoc480a,LCD_50SUFOC480A
Sharp,XLED-50SU583A,Lcd_xxfoc580a2,LCD_xxFOC580A2
Sharp,XLED-50Z4808A,Lcd_50ufoczq48a,LCD_50UFOCZQ48A
Sharp,XLED-60SU485A, XLED-70SU480A,Lcd_60sufoc485a,LCD_60SUFOC485A
Sharp,XLED-65SU480A,Lcd_xxsufoc480a,LCD_xxSUFOC480A
Sharp,XLED-65SU583A,Lcd_xxfoc580a1,LCD_xxFOC580A1
Sharp,XLED-65Z4808A,Lcd_xxufoczq48a,LCD_xxUFOCZQ48A
Sharp,XLED-xxSU580A, XLED-xxZQ580A, XLED-xxMY5200A, XLED-xxTX5200A,lcd_xxcae5a_e,LCD-xxCAE5A-E
Sharp,"XLED-xxSU680A,XLED-xxMY6200A,XLED-xxTX6200A,XLED-xxZ6808A",lcd_xxdem6a_b,LCD-xxDEM6A-B
Sharp,Yahoo! Phone SoftBank 009SH Y,SBM009SHY,SBM009SHY
Sharp,Z2,TSP,FS8002
Sharp,Z3,VN3N,FS8009
Sharp,dtab d-41A,d-41A,d-41A
Sharp,dtab d-51C,d-51C,d-51C
Sharp,lcd_xxbel7a_c,lcd_xxbel7a_c,LCD-xxBEL7A-C
Sharp,z3,VN3N,FS8009
Sharp,シンプルスマホ３,SG509SH,509SH
Sharp,シンプルスマホ４,SG704SH,704SH
Sharp,シンプルスマホ５,OI6,A001SH
Sharp,シンプルスマホ６,Levil,A201SH
Sharp,ロボホン,SR01MW,SR01MW
Sharp,ロボホン,SR02MW,SR02MW
Sharp,ロボホン,SRX002,SRX002
Shelby,ZA555,ZA555,ZA555
Shenzhen Jiuzhou,DTP9503,DTP9503,DTP9503
Shenzhen Jiuzhou,DTP9710,DTP9710,DTP9710
Shenzhen SEI Robotics,ADT-2,adt2,ADT-2
Shenzhen SEI Robotics,SEI103V,SEI103,ANDROID TV MEDIA BOX
Shuttle,PNT-7045,PNT-7045,PNT-7045
SiAL,Bic camera,Si01BB,Si01BB
SiAL,Si01BE,Si01BE,Si01BE
Sico,Diamond 2,Diamond_2,Diamond 2
Sico,Infinity,Infinity,Infinity
Sico,Infinity Max,InfinityMax,Infinity Max
Sico,Infinity_2,Infinity_2,Infinity 2
Sico,Infinity_2_MAX,Infinity_2_MAX,Infinity 2 MAX
Sico,Mega2,Mega2,Mega2
Sico,Mega2max,Mega2max,Mega2max
Sico,More_3,More_3,More_3
Sico,Nile X,Nile_X,Nile X
Sico,PLUS2,Plus2,Plus2
Sico,PLUS2,Plus2,SICO_Plus2
Sico,PLUS2 4G,Plus2_4G,Plus2 4G
Sico,Plus3_4G,Plus3_4G,Plus3_4G
Sico,SICO Mega2,sp9832a_2h11,Sico Mega2
Sico,Sico Express 3,SICO_Express3,Express3
Sico,Sico Sapphire,Sapphire,Sapphire
Sico,Sico Topaz,Topaz,SICO Topaz
Sico SmartPhone,SSR1-5-8M,GBC_bravo,SSR1-5-8M
Sico SmartPhone,SSR1-5-8M,GBC_bravo,sico pro
Sigma Mobile,Tab A1015,TabA1015,Tab A1015
Sigma Mobile,Tab A1020,TabA1020,Tab A1020
Sigma Mobile,Tab A802,Tab_A802,Tab A802
Sigma Mobile,Tab_A1010_Neo,Tab_A1010_Neo,Tab_A1010_Neo
Sigma Mobile,X-Style S5502,X-Style_S5502,X-Style_S5502
Sigma Mobile,X-Style_S5501,X-Style_S5501,X-Style_S5501
Sigma Mobile,X-TREME PQ24,X-treme_PQ24,X-treme_PQ24
Sigma Mobile,X-TREME PQ28,X-treme_PQ28,X-treme_PQ28
Sigma Mobile,X-TREME PQ37,X-TREME_PQ37,X-TREME_PQ37
Sigma Mobile,X-TREME PQ39,X_TREME_PQ39,X-TREME PQ39
Sigma Mobile,X-TREME PQ52,X-TREME_PQ52,X-TREME PQ52
Sigma Mobile,X-Treme_PQ51,X-Treme_PQ51,X-Treme_PQ51
Sigma Mobile,X-treme PQ18 MAX,PQ18_MAX,X-treme_PQ18_MAX
Sigma Mobile,X-treme PQ20,X-treme_PQ20,X-treme_PQ20
Sigma Mobile,X-treme PQ29,X-treme_PQ29,X-treme_PQ29
Sigma Mobile,X-treme PQ36,X-treme_PQ36,X-treme_PQ36
Sigma Mobile,X-treme PQ38,X_treme_PQ38,X-TREME_PQ38
Sigma Mobile,X-treme PQ53,X-treme_PQ53,X-treme PQ53
Sigma Mobile,X-treme PQ54,X-treme_PQ54,X-treme_PQ54
